id,username,text,like_count,reply_count,repost_count,created_at,url,pseudo_label,pseudo_score,pseudo_confidence,positive_hits,negative_hits
3878550124989615311,genai.works,"CHATGPT vs GROK vs GEMINI vs CLAUDE vs PERPLEXITY
Here's which AI tool to use and when:

▪️ChatGPT: Best for creative content, coding, and everyday productivity workflows. Automate your workflow and create custom GPTs for writing, planning, and analysis.

🔺Pro tip: Use ChatGPT to automate your workflow, create custom GPTs for writing, planning, and analysis.

▪️Grok: Best for real-time trends, pop culture, and candid insights. Create viral posts or social commentary with personality and wit.

🔺Pro tip: Grok to create viral posts or social commentary with personality and wit.

▪️Gemini: Best for Google Workspace integration and real-time data access. Use it for organization and collaboration inside Google Workspace to keep everything connected.

🔺Pro tip: Use Gemini for organization and collaboration inside Google Workspace to keep everything connected.

▪️Claude: Best for deep reading, comprehension, and ethical reasoning. Summarize, fact-check, or rewrite large complex documents into simple insights.

🔺Pro tip: Use Claude to summarize, fact-check, or rewrite large, complex documents into simple insights.

▪️Perplexity: Best for verified research, fact-checking, and summarizing sources. Your go-to when accuracy and verification matter.

🔺Pro tip: Use Perplexity when accuracy and verification matter, great for research, reports, and sourcing.

Which one is your go-to? Drop it below.

Follow @genai.works for more AI breakdowns.",13.0,0.0,0.0,1776579272,https://www.threads.net/@genai.works/post/DXTYMoLjYzP,positive,6.1056,0.99,6,0
3878531035872978110,rolex,"The new-generation Yacht-Master II. Available in Oystersteel or in 18ct yellow gold, the new version of this unique regatta chronograph presents a completely revisited design and movement. The programmable countdown function of this nautical watch – featuring a mechanical memory and on-the-fly synchronization – has been entirely redesigned to more effectively assist sailors during the critical start sequence of races.
#Rolex #YachtMasterII #WatchesAndWonders2026
For more details, see link in profile.",12445.0,90.0,0.0,1776578414,https://www.threads.net/@rolex/post/DXTT22DiWS-,neutral,0.1889,0.5378,0,0
3878498349594880577,asus,"🔥 Join #GoWithASUS giveaway for a chance to win an ASUS Mini Travel Router 👉 https://asus.click/hchaoj 

🔥 Use this instead of your mobile hotspot! 
👉🏻 ASUS RT-BE58 Go Travel Router

#ASUSRTBE58Go @asus",462.0,7.0,0.0,1776573136,https://www.threads.net/@asus/post/DXTMbMliqpB,neutral,0.1234,0.5247,0,0
3878492083733456113,genai.works,"Huawei just changed how phone cameras work.

Instead of fixing your photo after you shoot, it helps you before you even tap the button.

The AI reads the scene in real time and suggests poses instantly, based on what’s actually happening, not generic templates.

No guessing. Fewer retakes. Just better shots from the start.

It’s a small shift, but it changes everything:
less editing, more intention.

This is one of those AI features that actually feels useful.

Follow @genai.works for more AI breakdowns.",13.0,0.0,0.0,1776572360,https://www.threads.net/@genai.works/post/DXTLABDGOTx,neutral,0.0528,0.5106,0,0
3878380521587246228,github,"What happens when you build a GitHub CLI extension with Copilot CLI?

P̶r̶o̶g̶r̶a̶m̶ ̶M̶a̶n̶a̶g̶e̶r̶ Dungeon Master @leereilly created one that turns your repo into a dungeon ... with procedurally generated levels and bugs that fight back. ⚔️

Here's how to enter the battle. ▶️",503.0,1.0,0.0,1776559085,https://www.threads.net/@github/post/DXSxoktAISU,neutral,0.1245,0.5249,0,0
3878362026486411672,forbes,"Research from the University of Texas at Austin and KPMG, which analyzed 1.4 million workplace AI interactions, found that so-called “power users” don’t just use AI more. They use it differently. Instead of treating it as a shortcut, they approach it as a thinking partner. Read more at the link in the bio.",372.0,11.0,0.0,1776556832,https://www.threads.net/@forbes/post/DXStbbzFjGY,neutral,0.1196,0.5239,0,0
3878344208914713415,garyvee,"First, before you read anything, please reply coins to get an auto DM to RSVP for my TikTok live show this Wednesday, April 22nd at 5:15pm EST

And then second, Collectibles continue to explode, @veefriends continues to explode as an intellectual property that I’m building and that’s exciting..

I hope if you’re a collector of any kind, you’ll come and check out the show and get involved in our huge coin drop.

But more importantly, for anybody watching, please come and watch the show and get a sense of what live shopping can be, means, what it is.

It’s a lot of fun.",1437.0,186.0,0.0,1776554679,https://www.threads.net/@garyvee/post/DXSpYJ5DgtH,neutral,0.15,0.53,0,0
3878317953478004473,haulogerie,"Jacob & Co. Casino Tourbillon Baguette.

@jacobandco

#jacobandco #casino #tourbillon #baguette #diamonds",120.0,3.0,0.0,1776551585,https://www.threads.net/@haulogerie/post/DXSjaFnE475,neutral,0.0969,0.5194,0,0
3878211388015696250,amazon,"The sole reason my entryway looks this good 👠 See how much it holds at the link in bio #AmazonFinds

🎥: @itschelseahope",281.0,28.0,0.0,1776546049,https://www.threads.net/@amazon/post/DXSLLWyjNl6,positive,1.2329,0.7466,1,0
3878256340962970364,icecube,"Photo by Ice Cube on April 18, 2026. May be an image of harmonica, microphone, concert and text.",14736.0,189.0,0.0,1776544200,https://www.threads.net/@icecube/post/DXSVZgfAQr8,neutral,0.1925,0.5385,0,0
3878247830049981818,breland_harper,"A practice in restraint. The Modernist Villa by Breland-Harper, Los Angeles.",50.0,3.0,0.0,1776543190,https://www.threads.net/@breland_harper/post/DXSTdqFDwV6,neutral,0.0809,0.5162,0,0
3878241435758255027,forbes,"Should you find yourself within the walls of this Florentine apartment, whose very being is a Renaissance name-dropper’s dream, there will be much to steal your gaze.⁣
⁣
Within the private 2,476-square-foot residence in Palazzo Uguccioni—built for one Giovanni Uguccioni in the mid-1500s and most likely designed by Raphael, though Michelangelo and Palladio are also in the mix as possible architects—intricately carved wood paneling, richly textured wallpapers in regal reds and golds, and stone figurines on plinths lend the rooms gallery-like grandeur.⁣
⁣
But beyond all that, there is one feature that sums up the majesty of this apartment. Two red wingback chairs—custom-made by Gucci—stand poised on a platform. Before them, a pair of glazed doors have been flung open to reveal a front-seat view of the Gothic turrets and arches of the Palazzo Vecchio.⁣
⁣
Tap the link in our bio to read more. ⁣
📸: Building Heritage",1573.0,20.0,0.0,1776542451,https://www.threads.net/@forbes/post/DXSSAm7kluz,neutral,0.1477,0.5295,0,0
3878241319365672726,dior,"The exhibition “Dior: Crafting Fashion” shines a contemporary light on how the House’s heritage is formed, transmitted and reinterpreted. Opening at SCAD FASH in Atlanta, GA, and featuring almost 100 historical pieces, the seven thematic sections explore the creative process — from sketch to atelier, runway to red carpet, accessorising to artistic collaboration — within an unbroken cycle of transformation from Monsieur Dior to Jonathan Anderson.

Dior: Crafting Fashion at SCAD FASH Museum of Fashion + Film.

From 16 April to 23 August 2026.",32314.0,88.0,0.0,1776542402,https://www.threads.net/@dior/post/DXSR-6iCH8W,neutral,0.2078,0.5416,0,0
3865859897288178502,picsart,We’ve got you covered... just use our remove tool bestie 🙂‍↕️ #Picsart #removetool,32.0,1.0,0.0,1776538800,https://www.threads.net/@picsart/post/DWmSxgpSjtG,neutral,0.0711,0.5142,0,0
3878210209861180474,appletv,"Congratulations to the happy couple.

Margo’s Got Money Troubles — Now Streaming

#MargosGotMoneyTroubles #MichellePfeiffer #GregKinnear #AppleTV",7871.0,89.0,0.0,1776538705,https://www.threads.net/@appletv/post/DXSK6NjEZw6,positive,1.3597,0.7719,1,0
3878156115645661330,appletv,"She knows better than to trust him, but she doesn’t have a choice.

Criminal Record — New Season April 22

#CriminalRecord #CushJumbo #PeterCapaldi #AppleTV",1366.0,16.0,0.0,1776532540,https://www.threads.net/@appletv/post/DXR-nCYkYCS,neutral,0.1449,0.529,0,0
3878154672410386636,davidguetta,"Make babies they say, make babies 🤣",109776.0,2890.0,0.0,1776532357,https://www.threads.net/@davidguetta/post/DXR-SCRCuDM,neutral,0.2332,0.5466,0,0
3878150909415534961,forbes,"This new vacation home by Studio Schicketanz is set amidst an enclave of historic logging cabins in Big Sur, California. To honor the scale of the surrounding cottages, the architects divided the compact structure into three linked volumes sheathed in fire-resistant materials and topped one portion of the roof with an edible garden. Read more at the link in the bio.⁣
Photo: Joe Fletcher",1954.0,18.0,0.0,1776531660,https://www.threads.net/@forbes/post/DXR9bRtEjFx,neutral,0.1519,0.5304,0,0
3878150646676181582,forbes,"The switch between the individualistic elements of being a contributor and thoughtfulness behind being a team leader, can be difficult for many new bosses. The newly promoted leader is still fixated on their own performance. The only thing that’s changed in their mind is that they now have a team to do their bidding, allowing them to accomplish more and get the credit. This is a leadership disaster waiting to happen. Read more at the link in the bio.",289.0,6.0,0.0,1776531613,https://www.threads.net/@forbes/post/DXR9XdAldJO,neutral,0.1142,0.5228,0,0
3878135918980828774,artificialintelligence.co,"OpenAl just published the first comprehensive study of how 700 million people actually use ChatGPT.

The results destroy every assumption about Al adoption.",930.0,14.0,0.0,1776529849,https://www.threads.net/@artificialintelligence.co/post/DXR6BIxiQ5m,neutral,0.1373,0.5275,0,0
3878125152706143455,mitsmr,"For leaders, the old question was “How do we produce more, faster?” However, leaders at organizations pulling ahead in the race to derive value from generative AI also ask, “What worked or failed? What should change next time?” Then they capture insights, convert them into shared knowledge, and apply them to subsequent GenAI interactions. Each cycle makes the next more effective. This is compounding value. CFOs recognize this pattern: asset appreciation.

Click on the link in our bio to read the full article

Adapted from ""How to Reap Compound Benefits From Generative AI"" by David Kiron and Michael Schrage.

Artist credit: Carolyn Geason-Beissel/MIT SMR | Minneapolis Institute of Art",21.0,0.0,0.0,1776528571,https://www.threads.net/@mitsmr/post/DXR3kd5jqTf,neutral,0.0618,0.5124,0,0
3878121343446693625,instagram,"Who would we switch Instagram accounts with? Why, @lalalalisa_m (Lisa) and @anyma (Anyma), of course ❤️‍🔥

We met up with the duo behind “Bad Angel” in the desert to talk @coachella, hidden talents, go-to karaoke songs and more in this episode of Close Friends Only: Speed Round 🏝️🎡🌞",283987.0,8216.0,0.0,1776528189,https://www.threads.net/@instagram/post/DXR2tCQADb5,negative,-1.5045,0.8009,0,1
3878120644559070948,theinformation,"Is Anthropic’s Mythos a threat to the financial system? Editors Martin Peers and Meredith Mazzilli debate:

Martin: ""The risk of ignoring this is so enormous that I don't really understand why I'm the only person who's freaking out about it.""

Meredith: ""The bigger risk to the financial system is if everybody freaks out and pulls their money out because they think banks are about to get hacked. That's how you actually destroy a financial system.""",4.0,0.0,0.0,1776528085,https://www.threads.net/@theinformation/post/DXR2i3XDWbk,neutral,0.0322,0.5064,0,0
3878120801074121357,techstars,"Most car search platforms aren’t built to help you buy a car. They’re built to help someone else sell one.

That’s why Craig Smith built Visor. Visor (Techstars 2024) is rethinking car shopping with a buyer-first platform that surfaces real market data and transparent pricing and insights across listings.

Craig shares his journey from ERP systems to startups, the frustration that sparked Visor, and how building for the user, not the marketplace, can reshape an entire industry on the blog.",23.0,0.0,0.0,1776528066,https://www.threads.net/@techstars/post/DXR2lJIE4qN,neutral,0.0636,0.5127,0,0
3878120406708753311,google,Clutch isn’t luck. It’s practice 🏀 Use Google Search to dive into the mechanics of the big shot.,880.0,123.0,0.0,1776528060,https://www.threads.net/@google/post/DXR2fZ2EZOf,neutral,0.1405,0.5281,0,0
3878120743217580466,logitechg,"Racing all night 🌙 Papaya colors, F1 posture, focus locked.

#logitechg #McLarenF1 #PlayseatMcLaren #Simracing #LandoNorris #oscarpiastri",1152.0,10.0,0.0,1776528045,https://www.threads.net/@logitechg/post/DXR2kTPjsmy,neutral,0.1413,0.5283,0,0
3878120423184535782,asus,"Learn how Snapdragon X2 Elite laptops deliver performance, compatibility, and AI-powered productivity. Click the link in our bio to visit the ASUS Blog and learn more!⁣
⁣
#ASUSBlog #snapdragonlaptop #snapdragonx2elite",109.0,5.0,0.0,1776528011,https://www.threads.net/@asus/post/DXR2fpMGhDm,neutral,0.0957,0.5191,0,0
3878120614527543423,dior,"The exhibition “Dior: Crafting Fashion” shines a contemporary light on how the House’s heritage is formed, transmitted and reinterpreted. Opening at SCAD FASH in Atlanta, GA, and featuring almost 100 historical pieces, the seven thematic sections explore the creative process — from sketch to atelier, runway to red carpet, accessorising to artistic collaboration — within an unbroken cycle of transformation from Monsieur Dior to Jonathan Anderson.

Dior: Crafting Fashion at SCAD FASH Museum of Fashion + Film.

From 16 April to 23 August 2026.",42042.0,116.0,0.0,1776528002,https://www.threads.net/@dior/post/DXR2ibZCKh_,neutral,0.213,0.5426,0,0
3878114407688272092,forbes,"A consumer advocacy organization is warning certain borrowers that they are running out of time to consolidate their student loans. If they miss an upcoming deadline, the group said, these borrowers could permanently lose access to affordable repayment options and eventual student loan forgiveness.⁣
⁣
Read more at the link in the bio. (📸: Samuel Corum via Getty Images)",1023.0,65.0,0.0,1776527293,https://www.threads.net/@forbes/post/DXR1IG0lXjc,neutral,0.141,0.5282,0,0
3878092672427188223,andreideiu_,"You guys showed up for Day 3 💪 

One last day left at FIBO and we’re not slowing down. Thank you Germany for welcoming us back and showing up! 

Let’s finish with a bang tomorrow see you guys there! 
#fibo #germany #fitness",5014.0,37.0,0.0,1776524741,https://www.threads.net/@andreideiu_/post/DXRwL0SEV__,positive,1.3414,0.7683,1,0
3878090599400610825,appletv,"Who killed Aunt Nancy?

Imperfect Women — Now Streaming

#ImperfectWomen #ElisabethMoss #JacksonKelly #AppleTV",1496.0,17.0,0.0,1776524501,https://www.threads.net/@appletv/post/DXRvtpoDhwJ,neutral,0.1467,0.5293,0,0
3877724954641693677,youtubecreators,"Ask Studio is here to make creating easier! from helping you analyze data and turn it into tailored insights, to brainstorming content based on your comments, and so much more! it’s your creative partner. @jadebeason breaks it down.",194.0,29.0,0.0,1776524403,https://www.threads.net/@youtubecreators/post/DXQck0aFfvt,neutral,0.1107,0.5221,0,0
3878090394181254788,forbes,"“Being able to adapt to change,” Louis Carr, President of BET says. “Being able to reinvent yourself. Being able to understand what’s next”

Louis Carr has been at BET for more than 30 years. In December 2025, he was named president of the legacy cable network. He joined Forbes senior writer Jabari Young on The Enterprise Zone to discuss longevity in today’s workplace, his career at BET, and dive into his investment portfolio.

See the full interview at Forbes.com",165.0,6.0,0.0,1776524400,https://www.threads.net/@forbes/post/DXRvqqgBz6E,neutral,0.1036,0.5207,0,0
3878090311251903676,jacobandco,"A miniature world, crafted in rose gold. 

The Oil Pump 43MM by Jacob & Co. reimagines the automaton with cinematic precision. Activated at 1:30, the derricks come alive — a hypnotic rhythm mirroring real oil fields. 

Beneath it all, the JCAM53 caliber delivers both technical mastery and visual drama, anchored by a flying tourbillon that defies convention. 

Complexity, elevated into art.

43-mm rose gold case
Drill-site & derrick automaton
Flying tourbillon
Green hour and minute dial with Eastern Arabic numerals

#jacobandco #inspiredbytheimpossible",4705.0,48.0,0.0,1776524400,https://www.threads.net/@jacobandco/post/DXRvpdRDcS8,neutral,0.1695,0.5339,0,0
3878087736571660726,openai,"Codex now works across your entire computer.

Desktop apps. Connected tools and files. Long-running workflows.

It now goes beyond coding to help you gather context and turn it into clear next steps, create assets, remember how you like to work, and stay on top of recurring tasks.",1643.0,41.0,0.0,1776524213,https://www.threads.net/@openai/post/DXRvD_aJwm2,neutral,0.1491,0.5298,0,0
3878077644789288203,garyvee,"Listen if you’re scared to “live” “go for it” “put yourself out there” I get it .. insecurity is tough .. but what we have now is those who do that and spend all their time on “hate” .. and that’s just another level .. my friends ..
Don’t do that .. double down on negativity isn’t gonna make you more secure and more happy ❤️❤️❤️

#happiness #mindset #garyvee",7074.0,142.0,0.0,1776523018,https://www.threads.net/@garyvee/post/DXRsxItDI0L,neutral,0.1781,0.5356,1,1
3878073771609644724,patekworld_,"The Patek Philippe 5374/400P-001, limited to just 8 examples, pairs a minute repeater with cathedral gongs and a perpetual calendar, but its real statement lies in execution. A white mother-of-pearl dial framed by Paraíba tourmalines across the platinum case, slide and clasp pushes haute horlogerie into full haute joaillerie territory.

Powered by the calibre R 27 Q and housed in a 42mm case, this is less a traditional Grand Complication and more an exercise in absolute excess, reserved for the very top tier of collecting.

#patek #patekworld #patekphilippe #patekcollector 
#patekaholic",1497.0,14.0,0.0,1776522440,https://www.threads.net/@patekworld_/post/DXRr4xhjV60,neutral,0.1466,0.5293,0,0
3878063212340533566,digitally_create_,Comment x for a free ig growth guide,22.0,6.0,0.0,1776521182,https://www.threads.net/@digitally_create_/post/DXRpfHcEVk-,neutral,0.0711,0.5142,0,0
3878062842964964027,digitally_create_,Comment x for a free ig growth guide,54.0,8.0,0.0,1776521138,https://www.threads.net/@digitally_create_/post/DXRpZvbkXK7,neutral,0.0853,0.5171,0,0
3878062439993002446,digitally_create_,Comment x for a free ig growth guide,26.0,6.0,0.0,1776521090,https://www.threads.net/@digitally_create_/post/DXRpT4IkUnO,neutral,0.0733,0.5147,0,0
3878062065458440056,digitally_create_,Comment x for a free ig growth guide,59.0,3.0,0.0,1776521045,https://www.threads.net/@digitally_create_/post/DXRpObUkWd4,neutral,0.0838,0.5168,0,0
3878061342930834684,digitally_create_,Comment x for a free ig growth guide,74.0,6.0,0.0,1776520959,https://www.threads.net/@digitally_create_/post/DXRpD6akRT8,neutral,0.0893,0.5179,0,0
3878060823642466144,digitally_create_,Comment x for a free ig growth guide,83.0,21.0,0.0,1776520897,https://www.threads.net/@digitally_create_/post/DXRo8WykWdg,neutral,0.0967,0.5193,0,0
3878060225342066062,forbes,"As the creator economy scales, viral creator Yinka Lawanson (@lingandlamb) emphasizes a foundational question: do you truly love the process—or just the results? At the 2026 World Governments Summit, he breaks down authenticity, long-term growth, and why mastering the business side is essential for creators. Presented by @worldgovsummit⁣
#WorldGovSummit | #WGS2026",2584.0,52.0,0.0,1776520871,https://www.threads.net/@forbes/post/DXRozplFc2O,positive,1.3159,0.7632,1,0
3878060156177681588,digitally_create_,Comment x for a free ig growth guide,63.0,12.0,0.0,1776520817,https://www.threads.net/@digitally_create_/post/DXRoypKkQy0,neutral,0.0895,0.5179,0,0
3878055518334165656,montblanc,"Inspiration isn’t found at the destination; it unfolds along the way, line by line. Daniel Brühl captures it with his Meisterstück.

Photographer: Charlie Gray
Stylist: David Bradshaw
Talent: Daniel Brühl

#LetsWrite​",1185.0,17.0,0.0,1776520264,https://www.threads.net/@montblanc/post/DXRnvJ1jSKY,neutral,0.1421,0.5284,0,0
3878031624869366571,tonyrobbins,"It’s not skill that separates the extraordinary from everyone else.

Call it hunger. Call it heart. Whatever you call it, it’s the force that will not relent. The thing inside you that refuses to be defeated no matter what life puts in front of it. ❤️‍🔥

That’s the whole game.",6297.0,152.0,0.0,1776517517,https://www.threads.net/@tonyrobbins/post/DXRiTdUEcsr,neutral,0.1759,0.5352,0,0
3878030722011989863,history,"In the early morning hours of April 18, 1906, a massive earthquake along the San Andreas Fault struck San Francisco, triggering fires that raged for days and ultimately caused far more destruction than the initial shaking. The disaster killed more than 3,000 people, destroyed over 28,000 buildings with flames sweeping across hundreds of city blocks and leveling much of the city. In the aftermath of the earthquake, an estimated 75,000 citizens simply left San Francisco. The remaining homeless population of 250,000 established makeshift camps. #HISTORY",2388.0,23.0,0.0,1776517309,https://www.threads.net/@history/post/DXRiGUdk4dn,neutral,0.156,0.5312,0,0
3877969804847151521,boss,"""What should I wear?"" has finally met its match: timeless tailoring and heritage craftsmanship cast zero doubts. Take a master class with #EmiliaSchüle and #MatthewBroome #BeYourOwnBOSS",997.0,24.0,0.0,1776517251,https://www.threads.net/@boss/post/DXRUP27mvmh,neutral,0.1391,0.5278,0,0
3877969567423445197,amazon,"Because your walls deserve a glow-up, too 🙌 Shop these easy-to-install wall panels at the link in bio #AmazonFinds

🎥: @jodie.thedesigntwins",786.0,80.0,0.0,1776517249,https://www.threads.net/@amazon/post/DXRUMZ0DLjN,neutral,0.1371,0.5274,0,0
3878029836015500977,asus,"ProArt PZ14 — Award-winning design, built to inspire.⁣
⁣
#ProArt #ASUS #iFDesignAward",313.0,12.0,0.0,1776517232,https://www.threads.net/@asus/post/DXRh5bUEf6x,neutral,0.1165,0.5233,0,0
3877622115599485667,vacheronconstantin,"Subtle Contrasts, Distinctive Signatures

The Overseas Dual Time Cardinal Points series reveals its character in the finer details.

First, a dash of contrast is introduced by the orange hands, precisely indicating the second time zone and the AM/PM function. Second, the matte anthracite grey finish on the bezel, crown, and pusher ring subtly enhances the titanium case, highlighting the cutaway notches that echo the Maison's Maltese Cross. Third, the dial itself presents a play of textures, from its grained center to the circular satin-finished inner minutes track and lacquered outer seconds track. Finally, complementing these elements, the rubber straps feature distinctive orange saddle-stitch details.

Each subtle contrast and each hidden detail contribute to the distinctive aesthetic of the Overseas Dual Time Cardinal Points models.

#VacheronConstantin #OneOfNotMany",3564.0,23.0,0.0,1776517201,https://www.threads.net/@vacheronconstantin/post/DXQFMUFgYrj,neutral,0.1638,0.5328,0,0
3878029477620576055,google,The NBA Playoffs are on 🔥 Keep up with the action on Google,13714.0,75.0,0.0,1776517188,https://www.threads.net/@google/post/DXRh0NiEW83,neutral,0.1907,0.5381,0,0
3878024608788009886,dior,"The exhibition “Dior: Crafting Fashion” shines a contemporary light on how the House’s heritage is formed, transmitted and reinterpreted. Opening at SCAD FASH in Atlanta, GA, and featuring almost 100 historical pieces, the seven thematic sections explore the creative process — from sketch to atelier, runway to red carpet, accessorising to artistic collaboration — within an unbroken cycle of transformation from Monsieur Dior to Jonathan Anderson.

Dior: Crafting Fashion at SCAD FASH Museum of Fashion + Film.

From 16 April to 23 August 2026.",24080.0,120.0,0.0,1776516580,https://www.threads.net/@dior/post/DXRgtXFCFOe,neutral,0.202,0.5404,0,0
3878000247835668782,oris,"The new, fully redesigned collection includes this Artelier Date 38.00 mm version. This contemporary, intentional expression of a classic and much-loved Oris design is a statement, designed for and by the next generation of Swiss Made mechanical watch lovers.

#Oris #ArtelierDate #WatchesandWonders2026 #WWG26",1665.0,14.0,0.0,1776513682,https://www.threads.net/@oris/post/DXRbK3LHzEu,neutral,0.1487,0.5297,0,0
3877969825854137731,jacobandco,"A miniature world, crafted in rose gold. 

The Oil Pump 43MM by Jacob & Co. reimagines the automaton with cinematic precision. Activated at 1:30, the derricks come alive — a hypnotic rhythm mirroring real oil fields. 

Beneath it all, the JCAM53 caliber delivers both technical mastery and visual drama, anchored by a flying tourbillon that defies convention. 

Complexity, elevated into art.

Oil Pump 43MM
43-mm rose gold case
Drill-site & derrick automaton
Flying tourbillon
Green hour and minute dial with Eastern Arabic numerals

#jacobandco #inspridebytheimpossible",8619.0,82.0,0.0,1776510000,https://www.threads.net/@jacobandco/post/DXRUQKfuCWD,neutral,0.1816,0.5363,0,0
3877954869072090856,artificialintelligence.co,"Anthropic’s Claude now helps teams turn prompts into designs, prototypes, slides, and marketing assets in minutes instead of days. 

It can also use a company’s files, code, and brand style to create work that looks consistent and polished. This makes design faster, simpler, and easier for product teams, founders, and marketers.",918.0,19.0,0.0,1776508266,https://www.threads.net/@artificialintelligence.co/post/DXRQ2g6Cdbo,neutral,0.1373,0.5275,0,0
3877943899383089835,harvardhbs,"Campus, but make it spring. #LifeAtHBS 🌷",621.0,7.0,0.0,1776506964,https://www.threads.net/@harvardhbs/post/DXROW4ln0qr,neutral,0.1291,0.5258,0,0
